epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,8954.09,1.2636,0.83979,1.17228,0.88229,0.77961,0.85534,0.54472,1.31717,1.00343,1.27416,0.000643101,0.000643101,0.000643101
43,9144,1.24828,0.86344,1.1919,0.8971,0.79657,0.86476,0.55213,1.34752,0.97297,1.29738,0.000628101,0.000628101,0.000628101
44,9639.36,1.2531,0.87459,1.18383,0.89374,0.79866,0.85888,0.55306,1.3222,0.94779,1.27786,0.000612981,0.000612981,0.000612981
45,9823.49,1.25367,0.84583,1.16552,0.88884,0.7865,0.85665,0.55128,1.30058,0.95745,1.27607,0.000597754,0.000597754,0.000597754
46,10003.7,1.25544,0.82791,1.18043,0.85873,0.8165,0.85383,0.55269,1.32252,0.94473,1.28324,0.000582435,0.000582435,0.000582435
47,10191.7,1.18256,0.77182,1.14854,0.9021,0.81757,0.87833,0.5748,1.31634,0.90668,1.26499,0.00056704,0.00056704,0.00056704
48,10379.7,1.21373,0.78084,1.16984,0.9009,0.80132,0.85803,0.54549,1.33645,0.9262,1.30303,0.000551584,0.000551584,0.000551584
49,10665.8,1.21261,0.78541,1.15407,0.88009,0.83262,0.85375,0.55968,1.33669,0.9309,1.25489,0.000536081,0.000536081,0.000536081
50,10852.7,1.21226,0.81197,1.15593,0.89705,0.81942,0.86919,0.56532,1.28457,0.875,1.25364,0.000520548,0.000520548,0.000520548
51,11117.4,1.19255,0.75472,1.14931,0.86375,0.85509,0.87835,0.57736,1.27947,0.87895,1.23213,0.000505,0.000505,0.000505
52,11331.9,1.20456,0.7817,1.15637,0.88891,0.81785,0.88324,0.58302,1.27153,0.87537,1.24219,0.000489452,0.000489452,0.000489452
53,11537.1,1.16447,0.72736,1.14083,0.88568,0.83815,0.87785,0.59315,1.22842,0.87165,1.22158,0.000473919,0.000473919,0.000473919
54,11824.5,1.16644,0.73485,1.15753,0.88816,0.82286,0.87188,0.56728,1.27076,0.94974,1.23836,0.000458416,0.000458416,0.000458416
55,12004.2,1.12965,0.73582,1.12669,0.89814,0.82044,0.87208,0.56894,1.27703,0.89017,1.25242,0.00044296,0.00044296,0.00044296
56,12187.3,1.1577,0.74554,1.13474,0.87528,0.84326,0.85713,0.56834,1.26381,0.9355,1.22969,0.000427565,0.000427565,0.000427565
57,12361.6,1.11776,0.69295,1.10936,0.8965,0.83242,0.87057,0.57651,1.27102,0.89844,1.23526,0.000412246,0.000412246,0.000412246
58,12628,1.10969,0.66036,1.11858,0.91568,0.84442,0.88712,0.59328,1.25489,0.86266,1.23431,0.000397019,0.000397019,0.000397019
59,12813.9,1.1522,0.69339,1.12121,0.86241,0.85834,0.8832,0.5761,1.306,0.87561,1.26373,0.000381899,0.000381899,0.000381899
60,13048.6,1.14839,0.70898,1.14228,0.88695,0.8295,0.87989,0.57492,1.2625,0.90304,1.25232,0.000366899,0.000366899,0.000366899
61,13244.5,1.10127,0.68513,1.1171,0.88278,0.82663,0.88045,0.58261,1.24866,0.865,1.23208,0.000352037,0.000352037,0.000352037
62,13442.4,1.11285,0.6938,1.11821,0.87205,0.82817,0.87709,0.58489,1.23992,0.80669,1.22109,0.000337325,0.000337325,0.000337325
63,13612,1.08929,0.6617,1.06202,0.83423,0.82877,0.85558,0.56749,1.24259,0.90156,1.22382,0.000322778,0.000322778,0.000322778
64,13820.3,1.10566,0.67814,1.13107,0.89321,0.82807,0.88869,0.59546,1.22835,0.78863,1.20333,0.000308412,0.000308412,0.000308412
65,14081.2,1.10175,0.64794,1.11867,0.85308,0.87689,0.89669,0.59516,1.25404,0.80975,1.2133,0.000294239,0.000294239,0.000294239
66,14280.4,1.09413,0.65468,1.1256,0.9132,0.82306,0.89835,0.59524,1.23769,0.82336,1.21809,0.000280275,0.000280275,0.000280275
67,14465.5,1.04204,0.61876,1.07706,0.89698,0.83763,0.88659,0.59288,1.22049,0.85614,1.20459,0.000266532,0.000266532,0.000266532
68,14647.7,1.06364,0.65518,1.08389,0.88908,0.84618,0.89058,0.59987,1.21886,0.82761,1.20297,0.000253024,0.000253024,0.000253024
69,14846.4,1.05226,0.6076,1.0879,0.90453,0.83761,0.88508,0.60202,1.20063,0.82619,1.19536,0.000239766,0.000239766,0.000239766
70,15035.2,1.06593,0.6603,1.0921,0.86099,0.85975,0.89081,0.60306,1.221,0.83172,1.21752,0.000226769,0.000226769,0.000226769
71,15219.5,1.03296,0.61039,1.0792,0.9092,0.82757,0.89527,0.60199,1.22098,0.81742,1.20884,0.000214046,0.000214046,0.000214046
72,15426.6,1.01502,0.59202,1.06389,0.88266,0.84301,0.88051,0.59233,1.21321,0.83875,1.21073,0.000201611,0.000201611,0.000201611
73,15655.9,1.046,0.61297,1.0742,0.91029,0.83312,0.89239,0.60582,1.20344,0.82196,1.20964,0.000189475,0.000189475,0.000189475
74,15851.3,0.98676,0.58535,1.05275,0.89414,0.84601,0.89186,0.60491,1.20089,0.83988,1.20485,0.000177651,0.000177651,0.000177651
75,16048.4,1.0062,0.5857,1.05889,0.88439,0.84912,0.8928,0.60345,1.21577,0.82376,1.21826,0.000166149,0.000166149,0.000166149
76,16232.1,1.00653,0.59908,1.06613,0.90461,0.83341,0.89518,0.61173,1.20465,0.79828,1.22081,0.000154982,0.000154982,0.000154982
77,16461.2,0.98366,0.56165,1.07729,0.88544,0.84052,0.88792,0.60343,1.21507,0.82955,1.22212,0.000144161,0.000144161,0.000144161
78,16664.1,0.99237,0.58342,1.05001,0.88893,0.83884,0.89139,0.60994,1.21401,0.81851,1.21296,0.000133695,0.000133695,0.000133695
79,16851.6,0.97254,0.58068,1.04581,0.91534,0.81346,0.89296,0.6133,1.21122,0.8081,1.21926,0.000123596,0.000123596,0.000123596
80,17088.7,0.9944,0.57767,1.03987,0.88464,0.81808,0.87319,0.5971,1.21494,0.82673,1.21822,0.000113873,0.000113873,0.000113873
81,17324.3,0.98942,0.55888,1.04447,0.91494,0.82415,0.89791,0.61303,1.21371,0.79283,1.21956,0.000104537,0.000104537,0.000104537
82,17514.2,0.97912,0.54912,1.03523,0.91132,0.82046,0.90023,0.62212,1.20072,0.78505,1.21765,9.55951e-05,9.55951e-05,9.55951e-05
83,17719,0.92572,0.54255,1.03699,0.93599,0.81497,0.90402,0.62455,1.1983,0.77295,1.21595,8.70577e-05,8.70577e-05,8.70577e-05
84,17909.7,0.93884,0.54106,1.03116,0.89215,0.84595,0.90237,0.61921,1.19942,0.78798,1.21538,7.89327e-05,7.89327e-05,7.89327e-05
85,18113.3,0.96472,0.5583,1.03908,0.91328,0.81091,0.89167,0.61359,1.21131,0.80255,1.21671,7.12282e-05,7.12282e-05,7.12282e-05
86,18313.2,0.92473,0.54967,1.03607,0.89091,0.84967,0.89362,0.61862,1.20569,0.79289,1.21554,6.39518e-05,6.39518e-05,6.39518e-05
87,18492.7,0.95495,0.54107,1.0322,0.88037,0.8535,0.89457,0.62002,1.20128,0.79867,1.2149,5.71106e-05,5.71106e-05,5.71106e-05
88,18727.4,0.93744,0.53737,1.02524,0.90637,0.83644,0.89685,0.61827,1.20631,0.81009,1.21672,5.07115e-05,5.07115e-05,5.07115e-05
89,18906.9,0.91113,0.51742,0.99922,0.90608,0.83439,0.89904,0.6183,1.21182,0.79801,1.22236,4.47606e-05,4.47606e-05,4.47606e-05
90,19099.4,0.88475,0.51955,1.01013,0.91479,0.82796,0.90108,0.62385,1.20571,0.78845,1.21659,3.9264e-05,3.9264e-05,3.9264e-05
91,19455.3,0.88367,0.46887,1.00495,0.92427,0.81996,0.90115,0.62436,1.20082,0.77862,1.21449,3.4227e-05,3.4227e-05,3.4227e-05
92,19644.3,0.91032,0.47333,1.004,0.91235,0.8255,0.89926,0.62477,1.20602,0.78872,1.21794,2.96546e-05,2.96546e-05,2.96546e-05
93,19839,0.88198,0.46237,1.0055,0.88846,0.84393,0.89965,0.62514,1.20075,0.78637,1.21363,2.55513e-05,2.55513e-05,2.55513e-05
94,20022.5,0.87614,0.47105,1.00354,0.91047,0.82263,0.89688,0.62436,1.20311,0.79396,1.21484,2.19212e-05,2.19212e-05,2.19212e-05
95,20211.3,0.87271,0.45891,0.99614,0.88475,0.8491,0.89602,0.62292,1.20345,0.80221,1.214,1.87678e-05,1.87678e-05,1.87678e-05
96,20597.3,0.86553,0.46755,1.01918,0.92045,0.81888,0.89732,0.62393,1.20273,0.79795,1.21386,1.60943e-05,1.60943e-05,1.60943e-05
97,20787.6,0.86747,0.45631,1.00108,0.92695,0.82012,0.89709,0.62581,1.19346,0.79539,1.20873,1.39032e-05,1.39032e-05,1.39032e-05
98,20988.7,0.8788,0.46333,1.02445,0.94028,0.815,0.9037,0.6311,1.1949,0.7934,1.20867,1.21968e-05,1.21968e-05,1.21968e-05
99,21195.9,0.90289,0.49127,1.03172,0.93965,0.80971,0.90394,0.62705,1.19648,0.78911,1.21002,1.09768e-05,1.09768e-05,1.09768e-05
100,21398.5,0.88102,0.45706,1.00577,0.93939,0.8197,0.90378,0.62688,1.19975,0.80029,1.21041,1.02443e-05,1.02443e-05,1.02443e-05
