epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,13538.5,1.4767,1.14885,1.49649,0.85797,0.7331,0.79269,0.46238,1.53874,1.11245,1.66773,0.00189475,0.00189475,0.00189475
74,13752.8,1.47461,1.19374,1.4897,0.85997,0.74657,0.79501,0.46783,1.51531,1.08232,1.64792,0.00177651,0.00177651,0.00177651
75,13937.1,1.52031,1.15556,1.52504,0.84581,0.75096,0.79557,0.47227,1.53897,1.11233,1.671,0.00166149,0.00166149,0.00166149
76,14072.2,1.45845,1.13208,1.49724,0.84097,0.7553,0.80019,0.47578,1.54026,1.10018,1.6604,0.00154982,0.00154982,0.00154982
77,14240.9,1.4561,1.0993,1.47067,0.83259,0.75096,0.79415,0.46868,1.52706,1.09967,1.64604,0.00144161,0.00144161,0.00144161
78,14430.2,1.44026,1.10866,1.48224,0.82899,0.76472,0.79469,0.47232,1.51122,1.09086,1.63895,0.00133695,0.00133695,0.00133695
79,14596.1,1.48946,1.1225,1.53027,0.86467,0.72644,0.79494,0.48119,1.50742,1.08625,1.65064,0.00123596,0.00123596,0.00123596
80,14813.1,1.46064,1.10456,1.54704,0.82958,0.76117,0.79672,0.48364,1.50375,1.08485,1.65031,0.00113873,0.00113873,0.00113873
81,15028.4,1.43979,1.16985,1.5235,0.86661,0.75936,0.8026,0.47641,1.52396,1.08016,1.65576,0.00104537,0.00104537,0.00104537
82,15207.8,1.42063,1.05483,1.47021,0.82202,0.75486,0.79961,0.47887,1.52135,1.05035,1.64705,0.000955951,0.000955951,0.000955951
83,15357.9,1.41192,1.02267,1.42047,0.81074,0.76286,0.80452,0.4822,1.51516,1.05864,1.63257,0.000870577,0.000870577,0.000870577
84,15510.4,1.42478,1.07392,1.46444,0.84924,0.76398,0.80975,0.48514,1.51769,1.04412,1.63709,0.000789327,0.000789327,0.000789327
85,15724.7,1.38993,1.0294,1.49634,0.86774,0.75648,0.81345,0.49506,1.50809,1.04225,1.63634,0.000712282,0.000712282,0.000712282
86,15882.6,1.38325,1.04496,1.46338,0.8459,0.75588,0.80897,0.49089,1.49909,1.03855,1.62584,0.000639518,0.000639518,0.000639518
87,16122.1,1.42938,1.05316,1.48631,0.81141,0.77642,0.80308,0.48231,1.49896,1.04691,1.62553,0.000571106,0.000571106,0.000571106
88,16244.2,1.403,1.05404,1.48332,0.83587,0.7662,0.80298,0.48522,1.50581,1.0401,1.62751,0.000507115,0.000507115,0.000507115
89,16447.3,1.42683,1.07649,1.45536,0.82878,0.77272,0.80257,0.48069,1.5034,1.02918,1.62736,0.000447606,0.000447606,0.000447606
90,16678.1,1.39204,1.06619,1.47875,0.82279,0.78735,0.80656,0.47875,1.50987,1.04165,1.63216,0.00039264,0.00039264,0.00039264
91,16818.2,1.37914,0.99414,1.54879,0.83296,0.76435,0.80689,0.48734,1.49241,1.03625,1.629,0.00034227,0.00034227,0.00034227
92,17033.4,1.35129,0.97772,1.53485,0.84249,0.77934,0.81229,0.49338,1.50175,1.02257,1.63738,0.000296546,0.000296546,0.000296546
93,17198,1.3302,0.91136,1.42044,0.83348,0.7861,0.81219,0.49277,1.5072,1.02254,1.64236,0.000255513,0.000255513,0.000255513
94,17382.9,1.31965,0.90757,1.47233,0.81777,0.78173,0.81397,0.49368,1.51243,1.0187,1.64216,0.000219212,0.000219212,0.000219212
95,17562.3,1.3437,0.92361,1.48903,0.83505,0.76229,0.8155,0.49383,1.51063,1.01262,1.63322,0.000187678,0.000187678,0.000187678
96,17758.4,1.29443,0.88764,1.46818,0.80692,0.78015,0.81259,0.49613,1.50527,1.00861,1.6302,0.000160943,0.000160943,0.000160943
97,17946.2,1.32711,0.90075,1.50472,0.81737,0.77296,0.81177,0.48828,1.5031,1.00507,1.63089,0.000139032,0.000139032,0.000139032
98,18131.9,1.35332,0.93457,1.52577,0.82731,0.76427,0.8149,0.49395,1.50623,1.01465,1.63606,0.000121968,0.000121968,0.000121968
99,18334.1,1.28816,0.85215,1.39565,0.81681,0.78745,0.81515,0.49055,1.50331,1.01354,1.63391,0.000109768,0.000109768,0.000109768
100,18568.7,1.3101,0.92738,1.5141,0.8074,0.798,0.81411,0.49358,1.50443,1.01965,1.63432,0.000102443,0.000102443,0.000102443
