epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,5169.66,1.532,1.30864,1.44886,0.87022,0.77592,0.80365,0.49895,1.43066,1.16488,1.45918,0.00322778,0.00322778,0.00322778
64,5378.08,1.5141,1.20189,1.39095,0.89538,0.73269,0.80297,0.48089,1.48202,1.21298,1.48109,0.00308412,0.00308412,0.00308412
65,5455.62,1.44475,1.15573,1.36657,0.8793,0.73451,0.80334,0.49062,1.51367,1.16816,1.50866,0.00294239,0.00294239,0.00294239
66,5520.1,1.46719,1.1619,1.40496,0.89342,0.74021,0.80513,0.48871,1.48331,1.11877,1.47779,0.00280275,0.00280275,0.00280275
67,5588.62,1.46524,1.17947,1.3525,0.90534,0.72888,0.80367,0.48652,1.45139,1.13662,1.43592,0.00266532,0.00266532,0.00266532
68,5657.34,1.45253,1.15471,1.38035,0.88241,0.72685,0.79431,0.497,1.4383,1.10453,1.44213,0.00253024,0.00253024,0.00253024
69,5718.95,1.46362,1.1494,1.40843,0.92848,0.72533,0.80586,0.50668,1.41754,1.09755,1.42502,0.00239766,0.00239766,0.00239766
70,5794.62,1.4371,1.1452,1.32725,0.89403,0.72974,0.80952,0.51601,1.40868,1.0762,1.42688,0.00226769,0.00226769,0.00226769
71,5855.56,1.40483,1.08989,1.3429,0.87211,0.73616,0.79954,0.49418,1.45296,1.10079,1.46361,0.00214046,0.00214046,0.00214046
72,5923.29,1.44923,1.15291,1.36395,0.87088,0.74482,0.80188,0.50545,1.40168,1.08471,1.42912,0.00201611,0.00201611,0.00201611
73,5999.5,1.40889,1.08969,1.33369,0.85755,0.73922,0.79667,0.50537,1.39632,1.10933,1.41847,0.00189475,0.00189475,0.00189475
74,6062.98,1.39621,1.14508,1.33119,0.89626,0.7634,0.81482,0.51559,1.36644,1.03897,1.40008,0.00177651,0.00177651,0.00177651
75,6130.1,1.42892,1.13901,1.35829,0.89731,0.76554,0.81457,0.50693,1.39675,1.03888,1.41177,0.00166149,0.00166149,0.00166149
76,6191.86,1.39788,1.11208,1.34023,0.91612,0.74547,0.82398,0.51595,1.41981,1.03987,1.41943,0.00154982,0.00154982,0.00154982
77,6301,1.39315,1.1074,1.3267,0.93108,0.74541,0.83234,0.52418,1.41109,1.05288,1.41392,0.00144161,0.00144161,0.00144161
78,6360.21,1.39597,1.08838,1.34309,0.8859,0.75799,0.82009,0.52196,1.4273,1.06348,1.4217,0.00133695,0.00133695,0.00133695
79,6421.17,1.42519,1.09224,1.36753,0.90089,0.74622,0.81593,0.52932,1.42872,1.07032,1.42579,0.00123596,0.00123596,0.00123596
80,6484.35,1.35902,1.06865,1.34296,0.94396,0.72293,0.81638,0.53417,1.39352,1.03532,1.41107,0.00113873,0.00113873,0.00113873
81,6541.39,1.3802,1.08218,1.35451,0.92298,0.72518,0.81746,0.52705,1.40095,1.01899,1.4196,0.00104537,0.00104537,0.00104537
82,6611.29,1.33681,1.01236,1.32021,0.86912,0.76821,0.81527,0.52437,1.41501,1.02812,1.41967,0.000955951,0.000955951,0.000955951
83,6671.76,1.35393,1.02402,1.28107,0.90341,0.7424,0.81601,0.51872,1.40323,1.01624,1.41326,0.000870577,0.000870577,0.000870577
84,6734.81,1.36505,1.04973,1.3257,0.9375,0.74021,0.81576,0.53062,1.38518,1.00955,1.40486,0.000789327,0.000789327,0.000789327
85,6801.94,1.32885,1.01675,1.31318,0.91749,0.74069,0.81175,0.52311,1.36962,0.99086,1.38827,0.000712282,0.000712282,0.000712282
86,6877.4,1.30772,1.01324,1.28543,0.93003,0.74809,0.81946,0.52549,1.36763,0.98796,1.38673,0.000639518,0.000639518,0.000639518
87,6944.38,1.39441,1.05376,1.34198,0.93847,0.74693,0.82265,0.52893,1.37295,0.98109,1.39065,0.000571106,0.000571106,0.000571106
88,7007.69,1.34733,1.03629,1.30778,0.9421,0.72958,0.82557,0.53092,1.38312,0.97313,1.39886,0.000507115,0.000507115,0.000507115
89,7064.33,1.39017,1.07273,1.32872,0.93532,0.73504,0.8257,0.52979,1.38816,0.97436,1.40077,0.000447606,0.000447606,0.000447606
90,7143.03,1.31632,1.02011,1.31346,0.92927,0.74032,0.82283,0.52879,1.38508,0.97715,1.40148,0.00039264,0.00039264,0.00039264
91,7208.51,1.28286,0.93771,1.31625,0.89015,0.76365,0.81675,0.5271,1.386,0.9923,1.40174,0.00034227,0.00034227,0.00034227
92,7272.27,1.28669,0.91205,1.32606,0.9124,0.75448,0.81699,0.52177,1.39155,0.98975,1.40097,0.000296546,0.000296546,0.000296546
93,7325.07,1.29771,0.91106,1.26141,0.9154,0.7552,0.82764,0.52549,1.383,0.98275,1.39958,0.000255513,0.000255513,0.000255513
94,7439.94,1.23079,0.89531,1.27969,0.90327,0.7609,0.82169,0.52897,1.38055,0.98819,1.39937,0.000219212,0.000219212,0.000219212
95,7683.16,1.2564,0.90044,1.29796,0.89738,0.75703,0.81973,0.52531,1.3856,0.99682,1.3993,0.000187678,0.000187678,0.000187678
96,7766.43,1.23326,0.87421,1.27578,0.90334,0.75988,0.82034,0.52967,1.38892,0.99562,1.39998,0.000160943,0.000160943,0.000160943
97,7833,1.25482,0.8957,1.33133,0.91344,0.75571,0.82081,0.52673,1.3877,0.99781,1.3998,0.000139032,0.000139032,0.000139032
98,7895.13,1.25849,0.88892,1.31536,0.9215,0.73309,0.82052,0.52513,1.38499,0.99728,1.39732,0.000121968,0.000121968,0.000121968
99,7964.93,1.21292,0.85715,1.25507,0.93123,0.7424,0.82656,0.52516,1.38241,0.97758,1.39421,0.000109768,0.000109768,0.000109768
100,8030.51,1.2392,0.86856,1.30481,0.91444,0.75153,0.82646,0.53139,1.38192,0.97703,1.39338,0.000102443,0.000102443,0.000102443
