epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,6645.57,1.34505,1.03043,1.37888,0.87203,0.74534,0.82159,0.4963,1.46275,1.10295,1.5096,0.00189475,0.00189475,0.00189475
74,6735.11,1.29689,1.00536,1.38175,0.93039,0.70276,0.80899,0.49214,1.44456,1.11025,1.52631,0.00177651,0.00177651,0.00177651
75,6824.94,1.30336,0.9726,1.36014,0.90112,0.72481,0.80745,0.49274,1.46621,1.13886,1.54573,0.00166149,0.00166149,0.00166149
76,6913.27,1.31468,0.95534,1.35044,0.88805,0.77735,0.82275,0.49525,1.4513,1.12305,1.52035,0.00154982,0.00154982,0.00154982
77,7006.54,1.30778,0.97416,1.346,0.93234,0.7611,0.82686,0.51274,1.42476,1.07063,1.48744,0.00144161,0.00144161,0.00144161
78,7096.71,1.29333,0.98748,1.38043,0.93398,0.75598,0.83403,0.51124,1.4389,1.04765,1.50312,0.00133695,0.00133695,0.00133695
79,7189.15,1.27168,0.96292,1.3565,0.93432,0.75137,0.82779,0.4943,1.45538,1.08373,1.52001,0.00123596,0.00123596,0.00123596
80,7278.04,1.33762,1.04715,1.40687,0.94591,0.73493,0.83393,0.49801,1.44502,1.06961,1.51141,0.00113873,0.00113873,0.00113873
81,7369.71,1.3038,0.93483,1.35064,0.90714,0.7861,0.83584,0.50926,1.44071,1.05845,1.51828,0.00104537,0.00104537,0.00104537
82,7460.7,1.31013,0.97539,1.33406,0.93781,0.76225,0.83747,0.51874,1.43694,1.03667,1.51501,0.000955951,0.000955951,0.000955951
83,7554.32,1.24919,0.90277,1.30373,0.98077,0.73851,0.83709,0.51565,1.42868,1.02991,1.50403,0.000870577,0.000870577,0.000870577
