epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,3398.68,1.62375,1.7926,1.53256,0.70545,0.55627,0.62956,0.36224,1.54182,1.58512,1.52747,0.00938772,0.00938772,0.00938772
18,3586.33,1.58973,1.76021,1.50747,0.739,0.56693,0.64442,0.39737,1.44786,1.50756,1.46409,0.00931067,0.00931067,0.00931067
19,3774.25,1.61572,1.77462,1.51515,0.75145,0.54296,0.63697,0.38337,1.5017,1.54955,1.49129,0.00922942,0.00922942,0.00922942
20,3962.65,1.57677,1.71565,1.48502,0.76976,0.58582,0.67893,0.41747,1.4497,1.50241,1.45869,0.00914405,0.00914405,0.00914405
21,4149.91,1.5712,1.667,1.47142,0.73365,0.62771,0.69401,0.41693,1.44966,1.41929,1.4663,0.00905463,0.00905463,0.00905463
22,4338.18,1.53728,1.63534,1.47754,0.72524,0.58967,0.64705,0.3983,1.41348,1.49484,1.44362,0.00896127,0.00896127,0.00896127
23,4526.64,1.56677,1.68252,1.47685,0.80762,0.65759,0.72875,0.44689,1.4286,1.38649,1.44863,0.00886404,0.00886404,0.00886404
24,4713.7,1.52069,1.59336,1.44674,0.80768,0.65038,0.7324,0.44622,1.41789,1.29167,1.4123,0.00876305,0.00876305,0.00876305
25,4900.97,1.51039,1.59807,1.4575,0.82133,0.65361,0.72556,0.43459,1.43659,1.32785,1.47071,0.00865839,0.00865839,0.00865839
26,5090.9,1.50728,1.60024,1.42674,0.80895,0.65355,0.73276,0.46014,1.40047,1.29845,1.42063,0.00855018,0.00855018,0.00855018
27,5279.99,1.48536,1.55329,1.42781,0.80596,0.65075,0.73129,0.45345,1.4033,1.30774,1.41915,0.00843851,0.00843851,0.00843851
28,5467.77,1.48551,1.51628,1.42681,0.78433,0.66553,0.7468,0.45828,1.38811,1.24676,1.41502,0.00832349,0.00832349,0.00832349
29,5654.67,1.45729,1.44213,1.39563,0.77471,0.64126,0.71109,0.4329,1.40951,1.30923,1.43569,0.00820525,0.00820525,0.00820525
30,5843.45,1.50372,1.53381,1.40922,0.75973,0.66337,0.71244,0.43297,1.44091,1.34418,1.44061,0.00808389,0.00808389,0.00808389
31,6031.89,1.45942,1.40789,1.3895,0.82983,0.6888,0.76973,0.46903,1.35549,1.21493,1.38133,0.00795954,0.00795954,0.00795954
32,6227.12,1.45031,1.41802,1.3969,0.81989,0.67931,0.7577,0.47149,1.36678,1.18797,1.39238,0.00783231,0.00783231,0.00783231
33,6414.29,1.4372,1.40095,1.38194,0.84107,0.67175,0.76627,0.48455,1.35293,1.17792,1.37079,0.00770234,0.00770234,0.00770234
34,6601.87,1.44022,1.3994,1.39505,0.86295,0.66681,0.76362,0.47914,1.35295,1.17795,1.3744,0.00756976,0.00756976,0.00756976
35,6788.14,1.44685,1.38349,1.38247,0.85122,0.68923,0.77651,0.48761,1.34573,1.15223,1.3824,0.00743468,0.00743468,0.00743468
36,6978.1,1.41553,1.32627,1.37211,0.85988,0.69679,0.76009,0.47654,1.36122,1.1977,1.39194,0.00729725,0.00729725,0.00729725
37,7166.51,1.41668,1.38321,1.38579,0.79978,0.69362,0.75535,0.4715,1.37922,1.21095,1.39935,0.00715761,0.00715761,0.00715761
38,7353.09,1.40649,1.31018,1.36072,0.82762,0.67611,0.76648,0.48346,1.35992,1.18202,1.36084,0.00701588,0.00701588,0.00701588
39,7541.87,1.4088,1.31968,1.37345,0.88362,0.69718,0.78771,0.50212,1.32847,1.1129,1.35452,0.00687222,0.00687222,0.00687222
40,7729.97,1.3929,1.26228,1.34518,0.8105,0.71236,0.77321,0.48385,1.33025,1.13525,1.33854,0.00672675,0.00672675,0.00672675
41,7916.74,1.40482,1.26774,1.35279,0.83466,0.73508,0.789,0.50988,1.32122,1.10499,1.34347,0.00657963,0.00657963,0.00657963
42,8104.16,1.41456,1.30939,1.36631,0.89485,0.70378,0.80004,0.50888,1.33105,1.11399,1.34512,0.00643101,0.00643101,0.00643101
43,8291.76,1.36898,1.22352,1.32764,0.88249,0.71065,0.80533,0.51527,1.29491,1.04767,1.33238,0.00628101,0.00628101,0.00628101
44,8482.34,1.35333,1.21659,1.33051,0.87319,0.75367,0.81456,0.51745,1.30775,1.03391,1.33302,0.00612981,0.00612981,0.00612981
45,8670.62,1.37096,1.24953,1.33737,0.88357,0.72002,0.80602,0.50742,1.31764,1.0641,1.31801,0.00597754,0.00597754,0.00597754
46,8862.57,1.3466,1.20183,1.3073,0.84919,0.74323,0.81913,0.52445,1.29483,1.02391,1.3221,0.00582435,0.00582435,0.00582435
47,9051.18,1.33383,1.1857,1.29324,0.8376,0.73893,0.80407,0.5165,1.31137,1.07167,1.34285,0.0056704,0.0056704,0.0056704
48,9240.03,1.34162,1.18986,1.32165,0.8913,0.73381,0.8226,0.53139,1.28828,1.01363,1.32982,0.00551584,0.00551584,0.00551584
49,9429.24,1.34255,1.17404,1.31159,0.88144,0.7366,0.82507,0.52383,1.30253,1.0147,1.34278,0.00536081,0.00536081,0.00536081
50,9616.94,1.34297,1.17116,1.31325,0.85788,0.75094,0.82616,0.53389,1.28694,0.99877,1.31998,0.00520548,0.00520548,0.00520548
51,9808.13,1.33027,1.1593,1.30246,0.89204,0.74151,0.81464,0.52766,1.2798,0.98586,1.32072,0.00505,0.00505,0.00505
52,9995.57,1.33142,1.16791,1.29797,0.84072,0.77416,0.82902,0.53627,1.28346,0.9915,1.31846,0.00489452,0.00489452,0.00489452
53,10183.7,1.32934,1.15336,1.2946,0.85448,0.74438,0.81709,0.52883,1.27795,1.01477,1.31664,0.00473919,0.00473919,0.00473919
54,10372.4,1.29787,1.10638,1.29039,0.9011,0.72481,0.82528,0.53233,1.2717,0.96922,1.30924,0.00458416,0.00458416,0.00458416
55,10559.6,1.29334,1.1101,1.28073,0.85634,0.75958,0.82211,0.52751,1.26053,0.97366,1.306,0.0044296,0.0044296,0.0044296
56,10746.6,1.31479,1.08727,1.28256,0.89191,0.7532,0.82992,0.54592,1.25699,0.94627,1.29619,0.00427565,0.00427565,0.00427565
57,10932.9,1.29284,1.08533,1.27474,0.88703,0.73795,0.83178,0.54093,1.28141,0.96783,1.30473,0.00412246,0.00412246,0.00412246
58,11121.7,1.26814,1.07835,1.28234,0.89779,0.74429,0.84125,0.5492,1.26421,0.94238,1.29428,0.00397019,0.00397019,0.00397019
59,11309.5,1.27017,1.07654,1.2811,0.89598,0.74616,0.83305,0.54424,1.27114,0.95316,1.30548,0.00381899,0.00381899,0.00381899
60,11497.5,1.26906,1.05028,1.26847,0.88862,0.77762,0.84925,0.5536,1.24602,0.91124,1.30511,0.00366899,0.00366899,0.00366899
61,11686.2,1.27405,1.05607,1.25927,0.84218,0.7845,0.84478,0.55208,1.24431,0.91222,1.29019,0.00352037,0.00352037,0.00352037
62,11873.5,1.26913,1.06243,1.25805,0.91227,0.73966,0.83344,0.54206,1.25475,0.93479,1.29005,0.00337325,0.00337325,0.00337325
63,12060.8,1.25535,1.04187,1.25237,0.90444,0.76011,0.84775,0.55483,1.25086,0.89376,1.28244,0.00322778,0.00322778,0.00322778
64,12247,1.25186,1.038,1.24994,0.8976,0.76824,0.84976,0.55054,1.25285,0.8801,1.28553,0.00308412,0.00308412,0.00308412
65,12434.3,1.23981,1.01196,1.24748,0.91576,0.77684,0.85354,0.55472,1.25375,0.8754,1.29388,0.00294239,0.00294239,0.00294239
66,12621.2,1.23627,0.97825,1.23661,0.90132,0.78531,0.857,0.55507,1.23479,0.86588,1.28244,0.00280275,0.00280275,0.00280275
67,12808.5,1.22641,0.96589,1.24571,0.92185,0.77224,0.86071,0.56333,1.23599,0.84803,1.27815,0.00266532,0.00266532,0.00266532
68,12997.8,1.20719,0.98155,1.2253,0.91556,0.77767,0.85932,0.55838,1.24032,0.8873,1.28664,0.00253024,0.00253024,0.00253024
69,13184.2,1.20333,0.95554,1.22679,0.92227,0.76802,0.85867,0.56523,1.2407,0.86332,1.284,0.00239766,0.00239766,0.00239766
70,13373.8,1.21512,0.95058,1.22154,0.89877,0.78535,0.85767,0.56679,1.24235,0.8736,1.27707,0.00226769,0.00226769,0.00226769
71,13561.6,1.19541,0.94329,1.20847,0.9071,0.78171,0.85829,0.56495,1.22438,0.85476,1.27112,0.00214046,0.00214046,0.00214046
72,13749.6,1.2003,0.95742,1.21366,0.92462,0.77191,0.85742,0.56055,1.23558,0.86174,1.27185,0.00201611,0.00201611,0.00201611
73,13938.7,1.18876,0.92876,1.20379,0.91675,0.76435,0.86171,0.5698,1.23143,0.8546,1.27672,0.00189475,0.00189475,0.00189475
74,14125,1.20827,0.96213,1.21855,0.89265,0.80171,0.86271,0.56565,1.22511,0.84712,1.27094,0.00177651,0.00177651,0.00177651
75,14311.7,1.1753,0.93136,1.19201,0.88935,0.80344,0.86199,0.57117,1.21499,0.8426,1.26021,0.00166149,0.00166149,0.00166149
76,14499.9,1.17386,0.91285,1.19379,0.88811,0.79816,0.86412,0.5685,1.22299,0.84475,1.26654,0.00154982,0.00154982,0.00154982
77,14688.6,1.17432,0.9289,1.19743,0.88051,0.8091,0.86533,0.56679,1.23135,0.8414,1.27738,0.00144161,0.00144161,0.00144161
78,14876.4,1.16196,0.90122,1.20248,0.9091,0.78902,0.86351,0.57266,1.21599,0.83251,1.26359,0.00133695,0.00133695,0.00133695
79,15064.9,1.16225,0.90717,1.19498,0.89902,0.78541,0.86367,0.5678,1.22169,0.83979,1.25859,0.00123596,0.00123596,0.00123596
80,15252.3,1.17453,0.89134,1.19244,0.9265,0.76578,0.87198,0.57177,1.23088,0.83726,1.26462,0.00113873,0.00113873,0.00113873
81,15440.3,1.16553,0.92327,1.20212,0.89701,0.79678,0.86794,0.57256,1.21905,0.82547,1.26679,0.00104537,0.00104537,0.00104537
82,15628.2,1.1579,0.88253,1.18187,0.88128,0.79361,0.86388,0.57374,1.21422,0.83308,1.25958,0.000955951,0.000955951,0.000955951
83,15816,1.14983,0.87435,1.17952,0.90521,0.79325,0.86712,0.57033,1.21622,0.83692,1.26111,0.000870577,0.000870577,0.000870577
84,16003.6,1.15721,0.89891,1.19061,0.89694,0.80817,0.87089,0.57467,1.22393,0.83069,1.26537,0.000789327,0.000789327,0.000789327
85,16189.7,1.14815,0.87254,1.19056,0.90242,0.8022,0.87309,0.57878,1.21635,0.81697,1.26546,0.000712282,0.000712282,0.000712282
86,16377.2,1.13343,0.87473,1.18712,0.89046,0.8025,0.87294,0.57952,1.22307,0.81385,1.26475,0.000639518,0.000639518,0.000639518
87,16563.8,1.17108,0.90211,1.19474,0.90832,0.79943,0.87409,0.57518,1.22265,0.81448,1.25944,0.000571106,0.000571106,0.000571106
88,16752.1,1.1293,0.87697,1.17905,0.89338,0.80599,0.86983,0.57171,1.21417,0.81578,1.26006,0.000507115,0.000507115,0.000507115
89,16938.5,1.13067,0.85412,1.16604,0.88619,0.80877,0.87093,0.57021,1.217,0.82156,1.25862,0.000447606,0.000447606,0.000447606
90,17125.8,1.11887,0.85968,1.17496,0.87781,0.80825,0.86875,0.57462,1.21528,0.81367,1.25767,0.00039264,0.00039264,0.00039264
91,17307.5,1.0835,0.75046,1.16892,0.93082,0.76868,0.87204,0.57049,1.21395,0.80842,1.26152,0.00034227,0.00034227,0.00034227
92,17488.1,1.06319,0.72716,1.16199,0.91125,0.78726,0.87229,0.57631,1.21125,0.80067,1.25807,0.000296546,0.000296546,0.000296546
93,17670.4,1.08446,0.73282,1.17385,0.91037,0.78688,0.87379,0.57792,1.21179,0.80147,1.25501,0.000255513,0.000255513,0.000255513
94,17852.2,1.07354,0.73384,1.16324,0.89144,0.8007,0.87446,0.57734,1.21278,0.79733,1.25639,0.000219212,0.000219212,0.000219212
95,18034.1,1.06915,0.72115,1.16904,0.92807,0.78342,0.87657,0.57807,1.21492,0.79546,1.25766,0.000187678,0.000187678,0.000187678
96,18215.8,1.07574,0.72816,1.17042,0.90035,0.80459,0.87716,0.5752,1.21201,0.79218,1.25546,0.000160943,0.000160943,0.000160943
97,18397.4,1.07167,0.73305,1.17135,0.9153,0.79728,0.87874,0.58,1.21195,0.79077,1.25429,0.000139032,0.000139032,0.000139032
98,18580.1,1.05899,0.71921,1.16563,0.91947,0.798,0.87951,0.58138,1.2061,0.79232,1.25138,0.000121968,0.000121968,0.000121968
99,18763.4,1.06373,0.71541,1.15783,0.92166,0.79622,0.87993,0.58238,1.2039,0.79028,1.24922,0.000109768,0.000109768,0.000109768
100,18946.2,1.06379,0.72209,1.1643,0.91693,0.8054,0.88051,0.58042,1.20612,0.79049,1.25049,0.000102443,0.000102443,0.000102443
